AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,kc_id,dataset,model,level,seed
0.8550670375124803,0.8301329394387001,0.5596450500493534,0.3655462515474145,0.10950748492258414,0.13362406202036564,0.015046284762213835,0.06400127906096391,677,105,xes3g5m,simplekt,full,42
0.709263375659457,0.8907552721922511,0.41100233247827966,0.3072811035217811,0.07707144835664215,0.09442167658156356,0.013939053668312574,0.002872428761477983,8156,106,xes3g5m,simplekt,full,42
0.6830026541480299,0.7300420168067226,0.6928800559505441,0.44982450182487727,0.14850288907387843,0.202342082441999,0.028022224497878907,0.019265486696407343,952,107,xes3g5m,simplekt,full,42
0.6067760544028729,0.7831593879825717,0.722166065911997,0.4230999883838977,0.14792243214233056,0.17901360017045434,0.03697961991560981,0.0025310052035356486,9869,108,xes3g5m,simplekt,full,42
0.610608337043477,0.7477995937711578,0.7905503338361798,0.44441558866372627,0.17296172616810684,0.19750521544732633,0.041602059237918994,0.003352305283897352,8862,109,xes3g5m,simplekt,full,42
0.8568236350494415,0.874293059125964,0.4016618789514757,0.31811911757241174,0.08001962368656454,0.10119977296504992,0.010391283235556282,0.04982872622292737,3890,11,xes3g5m,simplekt,full,42
0.7880880880880882,0.8962264150943396,0.571426531020065,0.30493743851198074,0.09905616132052009,0.09298684140624805,0.020027467025345812,0.03794043413569934,212,110,xes3g5m,simplekt,full,42
0.6249169435215947,0.8055555555555556,0.9991669792300178,0.41064147514662797,0.17283944355133624,0.16862642111059867,0.05316406003758217,0.011588310140009253,288,111,xes3g5m,simplekt,full,42
0.6363762965314614,0.7479076845041847,0.6116199277848262,0.434484806126022,0.1199198853146099,0.18877704675436693,0.02155036060530804,0.007674553380194427,3943,112,xes3g5m,simplekt,full,42
0.8248183750123554,0.8236600063431653,0.4576406271473397,0.36599649113225036,0.090799184155287,0.1339534315211194,0.014745489898128199,0.05816697008619323,3153,114,xes3g5m,simplekt,full,42
1.0,1.0,0.0001229746849312765,0.0017707924203740149,0.000121362782229608,3.135705796054062e-06,6.221278557200179e-08,0.18040184798599396,1122,115,xes3g5m,simplekt,full,42
0.5350100425003051,0.6435754189944134,1.255506775109771,0.5430616209576641,0.25044408133019325,0.2949159241571656,0.07379603666395339,0.0038607369548118563,895,116,xes3g5m,simplekt,full,42
0.8040558930741191,0.8629391390400791,0.5751430743442366,0.3436938833625337,0.09780694976744833,0.11812548546081891,0.011950720428543036,0.044345789545178795,2021,117,xes3g5m,simplekt,full,42
0.6308560515549763,0.6999395039322444,0.8219261920069794,0.4789934939095916,0.17803035572247836,0.22943476720771797,0.03798696124649657,0.010431630002745405,1653,118,xes3g5m,simplekt,full,42
0.7362443557409918,0.8275120902740463,0.6127168507331101,0.37809790751925887,0.12190804115470147,0.14295802767044202,0.01977054945459682,0.014478296375734407,3722,121,xes3g5m,simplekt,full,42
0.7936477987421383,0.8923512747875354,0.46845890953886804,0.31402286293751425,0.09490161319263285,0.09861035844747286,0.014229497450952441,0.04177179942037433,353,129,xes3g5m,simplekt,full,42
0.6614166297831248,0.841845140032949,0.4758924994533978,0.3593061259457507,0.08054170473854641,0.12910089214214365,0.009174842959373592,0.009363212777176368,3035,131,xes3g5m,simplekt,full,42
0.6779022623131733,0.8773291925465838,0.46188761438576703,0.32780890032459203,0.08350077731916625,0.10745867513201833,0.011863114458572454,0.004282268064429781,644,137,xes3g5m,simplekt,full,42
0.8532013803322783,0.885502338332527,0.44232527673698724,0.31192771132460884,0.08509223653601711,0.09729889709220851,0.011304831300047235,0.04228961451041915,6201,139,xes3g5m,simplekt,full,42
0.930912711168256,0.9252813399633604,0.2248802824826472,0.24382016136747026,0.03448022832927422,0.05944827108925923,0.00201839193629297,0.06062631683872334,7642,14,xes3g5m,simplekt,full,42
